adjusted_date,mean_pos_sentiment,mean_neg_sentiment,mean_neutral_sentiment,mean_pos_preamble_sentiment,mean_neg_preamble_sentiment,mean_neutral_preamble_sentiment,News
2021-06-16,0.54817514,0.2954008095,0.1564239935,0.4743082469999999,0.2393002689999999,0.2863915025,Tesla
2022-06-16,0.040422942,0.032534707,0.92704237,0.02753551,0.041216217,0.93124825,Tesla
2023-06-16,0.3408843,0.02799995,0.63111573,0.18643148,0.029683562,0.78388494,Tesla
2021-07-16,0.2590599,0.0116163455,0.7293238,0.31420836,0.009614843,0.67617685,Tesla
2022-07-16,0.028461672,0.7634081,0.2081302,0.024487229,0.78294593,0.19256689,Tesla
2023-07-16,0.1419153,0.034566227,0.8235185,0.10243729,0.08204916,0.81551355,Tesla
2024-07-16,0.075925431,0.0738840545,0.850190535,0.06778277,0.035791735,0.89642548,Tesla
2021-08-16,0.04194609,0.24605706,0.7119969,0.03347611,0.1809777,0.7855462,Tesla
2022-08-16,0.012959124,0.8228307,0.16421022,0.020046081,0.45336616,0.5265877,Tesla
2024-08-16,0.031450033,0.13203092,0.83651906,0.021443853,0.20303242,0.7755238,Tesla
2021-09-16,0.33739725,0.0124481605,0.65015459,0.209183195,0.0127457765,0.778071045,Tesla
2023-09-16,0.0114423796666666,0.9546946899999998,0.033862889,0.0117849923333333,0.9503914,0.0378236243333333,Tesla
2023-01-17,0.043086952,0.3698464925,0.587066575,0.054793553,0.2661120684999999,0.679094385,Tesla
2024-01-17,0.015487331,0.9175529,0.06695972,0.012354765,0.92929596,0.05834922,Tesla
2022-10-17,0.4939673,0.46423513,0.041797545,0.657348,0.29411295,0.048539046,Tesla
2023-10-17,0.0188863335,0.80397862,0.1771350515,0.0254474485,0.701249735,0.2733028065,Tesla
2020-11-17,0.034620214,0.020168222,0.9452116,0.05768041,0.01587106,0.9264485,Tesla
2021-11-17,0.014829703,0.9444564,0.040713865,0.024864325,0.8895225,0.085613236,Tesla
