Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,headline,article_time,subheaders
2023-10-04 00:00:00-04:00,417.7160487474246,421.0413734105101,416.2216158289008,420.2793273925781,87453000,0.0,0.0,0.0,,,
2023-10-05 00:00:00-04:00,419.9824013848678,420.9819921602279,416.825336357142,420.1209716796875,70142700,0.0,0.0,0.0,US Stocks Rebound as Wall Street Debates Rates: Markets Wrap,"October 6, 2023 at 6:44 AM GMT+8","['US payrolls rise more than forecast, unemployment steadies', 'S&P 500 snaps weekly losing streak as bond losses accrue']"
2023-10-06 00:00:00-04:00,417.6170313222115,426.6825419632628,416.26116883883435,425.10894775390625,113202700,0.0,0.0,0.0,,,
2023-10-09 00:00:00-04:00,423.1691625342881,428.4145069852063,422.6050654869411,427.8305969238281,80374400,0.0,0.0,0.0,Stocks Rise as Wall Street Dials Back Fed Wagers: Markets Wrap,"October 10, 2023 at 6:34 AM GMT+8","['Treasury yields slide on bets Fed heading toward another pause', 'Fed’s Bostic says rates high enough to lower inflation to 2%']"
2023-10-10 00:00:00-04:00,428.4739027198029,432.70975011265153,428.06812855192106,430.0574035644531,78607300,0.0,0.0,0.0,Wall Street Brushes Off Hot PPI as Stocks Advance: Markets Wrap,"October 11, 2023 at 6:03 AM GMT+8","['Producer prices rise by more than forecast on gasoline jump', 'Fed minutes flag high rates for ‘some time’ while risks shift']"
2023-10-11 00:00:00-04:00,431.146052733547,432.0763281238045,428.71140778018,431.81903076171875,62451700,0.0,0.0,0.0,"Stocks, Bonds Fall as CPI Boosts Fed-Hike Wagers: Markets Wrap","October 12, 2023 at 6:17 AM GMT+8","['Consumer price increase bolsters higher-for-longer Fed stance', 'Market-implied odds of another Fed hike rebound to 40%']"
2023-10-12 00:00:00-04:00,432.4425319424083,432.8284930827099,426.7815369967839,429.18646240234375,81154200,0.0,0.0,0.0,Wall Street Seeks Safety Amid Geopolitical Angst: Markets Wrap,"October 13, 2023 at 6:01 AM GMT+8","['Oil surges to wrap volatile week spurred by Israel-Hamas war', 'US consumer inflation expectations jump to a five-month high']"
2023-10-13 00:00:00-04:00,430.72045653422396,431.9476854923815,425.44545298466846,427.0487365722656,95143100,0.0,0.0,0.0,,,
2023-10-16 00:00:00-04:00,429.34483089739297,432.63058987376377,429.0974098335596,431.54193115234375,75433200,0.0,0.0,0.0,Treasury Yields Climb as Hot Data Fuel Fed Wagers: Markets Wrap,"October 17, 2023 at 6:42 AM GMT+8","['Economic figures keep coming in stronger and defying forecasts', 'US restricts sale of Nvidia made-for-China chips in new rules']"
2023-10-17 00:00:00-04:00,428.3452471889756,433.62028127032556,427.98897534851613,431.5221252441406,75324700,0.0,0.0,0.0,QQQ Advances in Late Trading as Tesla Rebounds: Markets Wrap,"October 18, 2023 at 6:31 AM GMT+8","['Iran calls for crude embargo against Israel by Muslim nations', 'Morgan Stanley’s profit slides on investment-bank slowdown']"
2023-10-18 00:00:00-04:00,429.71098770321703,430.6907654020074,424.6635922134283,425.77203369140625,93559800,0.0,0.0,0.0,Wall Street Hit by Volatility on Geopolitical Risk: Markets Wrap,"October 19, 2023 at 6:27 AM GMT+8","['Powell says Fed proceeding carefully, leaves door open to hike', 'Run-up in bond yields mostly due to term premiums: Powell']"
2023-10-19 00:00:00-04:00,426.5044283990473,428.3551330654203,421.33827554183665,422.0310363769531,121323000,0.0,0.0,0.0,Stock Losses Deepen as S&P 500 Breaches Key Level: Markets Wrap,"October 20, 2023 at 6:10 AM GMT+8","['Oil falls after hitting $90, while still rising for the week', 'Treasury yields drop from multiyear highs; gold is near $2,000']"
2023-10-20 00:00:00-04:00,421.5856885727675,422.1399093114171,416.73621180543574,416.8450927734375,123845800,0.0,0.0,0.0,,,
2023-10-23 00:00:00-04:00,415.2813819994438,420.0714802135496,413.49005597339925,416.12261962890625,92035100,0.0,0.0,0.0,Big Tech Earnings Whipsaw QQQ in Late Trading: Markets Wrap,"October 24, 2023 at 6:40 AM GMT+8","['Treasury 10-year yields edge lower after volatile session', 'Oil declines below $84 a barrel; Bitcoin briefly tops $35,000']"
2023-10-24 00:00:00-04:00,418.29001683376305,420.4376448151296,416.3997164066632,419.2599182128906,78564200,0.0,0.0,0.0,,,
2023-10-25 00:00:00-04:00,417.5379014741894,417.5675907934895,412.7181138208599,413.2426452636719,94223200,0.0,0.0,0.0,,,
2023-10-26 00:00:00-04:00,412.15401265794816,413.02490941634994,407.35403806703437,408.2942199707031,115156800,0.0,0.0,0.0,S&P 500 Extends Slide From Its July Peak to 10%: Markets Wrap,"October 27, 2023 at 6:51 AM GMT+8","['War fears drive crude oil higher as gold hits $2,000 an ounce', 'The Israeli army is expanding ground activity in Gaza']"
2023-10-27 00:00:00-04:00,409.9173132719574,410.3230874302251,404.98867493798593,406.4435119628906,107367700,0.0,0.0,0.0,,,
2023-10-30 00:00:00-04:00,409.2937987108562,412.3816086078762,407.96762549625225,411.3028564453125,86562700,0.0,0.0,0.0,S&P 500 Notches Longest Monthly Slide Since 2020: Markets Wrap,"October 31, 2023 at 6:02 AM GMT+8","['Yen’s historic tumble lifts dollar as stocks climb on Tuesday', 'BOJ’s minor policy tweak disappoints traders expecting more']"
2023-10-31 00:00:00-04:00,411.8867439720764,414.21250777458,409.9370649805431,413.88592529296875,79665200,0.0,0.0,0.0,Markets Rally as Powell Says Fed Has ‘Come Far’: Markets Wrap,"November 1, 2023 at 6:27 AM GMT+8","['Fed signals yield rise lowers need to hike, but door is open', 'US slows pace of increase in quarterly sales of long-term debt']"
2023-11-01 00:00:00-04:00,414.87565815720524,419.1312884380431,414.33131368692415,418.2999572753906,98068100,0.0,0.0,0.0,S&P 500 Rises Almost 2%; Apple Down in Late Hours: Markets Wrap,"November 2, 2023 at 6:43 AM GMT+8","['Apple sinks on stagnant December-quarter sales outlook', 'Traders await Friday’s jobs data for clues on Fed’s next steps']"
2023-11-02 00:00:00-04:00,422.1795030430282,426.47475935769546,422.1597202306039,426.31640625,94938900,0.0,0.0,0.0,S&P 500 Has Best Week in 2023 as Bond Yields Slide: Markets Wrap,"November 3, 2023 at 6:42 AM GMT+8","['US hiring cools to 150,000 — but unemployment rises to 3.9%', 'Services growth slips to five-month low as activity softens']"
2023-11-03 00:00:00-04:00,428.67184258652946,431.78934187561794,428.5431788039747,430.2058410644531,100110800,0.0,0.0,0.0,,,
2023-11-06 00:00:00-05:00,430.97779438355957,431.65077241369636,429.20625114876583,431.1955261230469,67831700,0.0,0.0,0.0,S&P Defies Fed ‘Pushback’ in Longest Win Since ‘21: Markets Wrap,"November 7, 2023 at 6:45 AM GMT+8","['Fed officials pledge to watch data, focus on cooling inflation', 'Bets on Fed pivot next year send bond yields sharply lower']"
2023-11-07 00:00:00-05:00,431.1955306944845,433.0759247175744,430.02771053520155,432.4227294921875,64256100,0.0,0.0,0.0,VIX Notches Its Longest Slide Since October 2015: Markets Wrap,"November 8, 2023 at 6:50 AM GMT+8","['Treasury 30-year yield falls to lowest in more than a month', 'Brent oil dips below $80 as focus shifts to weakening demand']"
2023-11-08 00:00:00-05:00,433.0363035751341,433.570741492437,430.383957204877,432.7394104003906,61746000,0.0,0.0,0.0,Two-Year Yield Tops 5% on Powell’s ‘Sterner’ Tone: Markets Wrap,"November 9, 2023 at 6:49 AM GMT+8","['S&P 500 halts winning run; Bitcoin hits 18-month high', 'Fed chief says officials won’t hesitate to tighten if needed']"
2023-11-09 00:00:00-05:00,433.90727124020646,433.9468670681456,428.92916052440904,429.3646240234375,83174400,0.0,0.0,0.0,S&P 500 Rally Powers Ahead to Embolden Bulls: Markets WrapStocks,"November 10, 2023 at 6:27 AM GMT+8","['BofA’s Hartnett says stock outlook flips to greed from caution', 'Consumer long-term inflation expectations reach 12-year high']"
2023-11-10 00:00:00-05:00,431.48254564188335,436.38146450610833,429.35470036458923,436.06475830078125,89462200,0.0,0.0,0.0,,,
2023-11-13 00:00:00-05:00,434.69902047120706,436.77733321712026,433.89737865143684,435.64910888671875,52236100,0.0,0.0,0.0,S&P 500 Up 2% as Bets ‘Fed Is Done’ Sink US Yields: Markets Wrap,"November 14, 2023 at 6:34 AM GMT+8","['Inflation broadly slows, erasing wagers on more Fed rate hikes', 'Fed swaps now pricing in about 50 basis-point rate cut by July']"
2023-11-14 00:00:00-05:00,441.7158705768704,445.417279913705,441.48823233211124,444.10101318359375,97176900,0.0,0.0,0.0,"S&P 500 Tops 4,500 as Treasury Euphoria Dwindles: Markets Wrap","November 15, 2023 at 6:45 AM GMT+8","['US retail sales slow ahead of holidays, but remain resilient', 'Producer prices decline by most since April 2020 on gasoline']"
2023-11-15 00:00:00-05:00,445.466755702075,446.7236740079915,444.17027177282245,445.04119873046875,77327600,0.0,0.0,0.0,‘Fed-Friendly’ Data Lift Bonds as S&P 500 Wavers: Markets Wrap,"November 16, 2023 at 6:51 AM GMT+8","['Continuing jobless claims climb, factory production declines', 'Oil sinks below $73 as algorithms amplify supply-driven drop']"
2023-11-16 00:00:00-05:00,444.5859500364852,445.91212327745325,443.49729134531276,445.5855407714844,66665800,0.0,0.0,0.0,‘Epic’ Stock Rally Fades Amid Signs of Overheating: Markets Wrap,"November 17, 2023 at 6:27 AM GMT+8","['Dollar’s worst week in months erases 2023 gain on Fed cut bets', 'Oil gains, but sees fourth straight weekly drop on supply woes']"
2023-11-17 00:00:00-05:00,445.5954260498807,446.76327641634856,444.6552441361615,446.1397705078125,83133200,0.0,0.0,0.0,,,
2023-11-20 00:00:00-05:00,445.8824415040828,450.43499506972006,445.87253499675177,449.573974609375,69936200,0.0,0.0,0.0,‘Big Seven’ Rally in Focus as Nvidia Underwhelms: Markets Wrap,"November 21, 2023 at 6:48 AM GMT+8","['Chipmaker tops estimates, but misses some loftier expectations', 'Hedge fund bets on US shares most crowded ever, Goldman says']"
2023-11-21 00:00:00-05:00,448.5050787747943,449.4452908464609,447.2976628419637,448.5941467285156,49244600,0.0,0.0,0.0,US Yields Climb Amid Unwinding of Dovish Fed Bets: Markets Wrap,"November 22, 2023 at 6:59 AM GMT+8","['S&P 500 will hit record high next year, RBC’s Calvasina says', 'OPEC+ meeting delayed amid turbulent talks over output level']"
2023-11-22 00:00:00-05:00,450.28654521633837,451.6720971081793,449.2077930218777,450.32611083984375,59394900,0.0,0.0,0.0,"Asia Stocks Set to Open Mixed as Dollar, Oil Slip: Markets Wrap","November 23, 2023 at 6:44 AM GMT+8","['China property developers head for best week since 2022', 'Crude oil extends decline on OPEC+ strife with WTI at $76']"
2023-11-24 00:00:00-05:00,450.375602409821,450.80115937307926,450.03911340147044,450.60321044921875,29737400,0.0,0.0,0.0,,,
2023-11-27 00:00:00-05:00,449.9599164125155,450.79124751788913,449.39578916869465,449.79168701171875,50506000,0.0,0.0,0.0,Treasury Yields Slide as Fedspeak Fuels Pivot Bets: Markets Wrap,"November 28, 2023 at 6:36 AM GMT+8","['Fed’s Waller, Bowman open door to another pause in December', 'US consumer confidence rises for first time in four months']"
2023-11-28 00:00:00-05:00,449.3957924109489,451.5632032452536,448.8217888588466,450.2370300292969,62115000,0.0,0.0,0.0,Bond Yields Fall on Signs Fed Is in ‘Sweet Spot’: Markets Wrap,"November 29, 2023 at 6:38 AM GMT+8","['US third-quarter GDP grew at fastest pace in about two years', 'Meantime, Fed’s preferred inflation metric was revised lower']"
2023-11-29 00:00:00-05:00,452.4341556104476,453.5920994894751,449.51460515096267,449.92034912109375,63146000,0.0,0.0,0.0,S&P 500 Has One of Best November Gains in Century: Markets Wrap,"November 30, 2023 at 6:44 AM GMT+8","['Economy slowed in recent weeks with inflation, labor cooling', 'OPEC+ cuts fail to convince oil traders amid lack of clarity']"
2023-11-30 00:00:00-05:00,450.78140191691597,452.04819657368677,448.66346308298904,451.69189453125,79752700,0.0,0.0,0.0,Bonds Up as Powell Pushback Lasts ‘A Few Seconds’: Markets Wrap,"December 1, 2023 at 6:47 AM GMT+8","['The Fed Chair said policy is ‘well into restrictive territory’', 'He added officials are prepared to tighten further if needed']"
2023-12-01 00:00:00-05:00,451.06837873084663,454.9083584446173,450.46468583703785,454.3640441894531,89097900,0.0,0.0,0.0,,,
2023-12-04 00:00:00-05:00,450.9001296772053,454.3838072045633,449.65311791446675,451.9788818359375,72430900,0.0,0.0,0.0,Treasury Frenzy Drives 10-Year Yield Below 4.2%: Markets Wrap,"December 5, 2023 at 6:34 AM GMT+8","['US job openings decline to lowest level since March 2021', 'BlackRock warns on rate-bet disappointment, volatility in 2024']"
2023-12-05 00:00:00-05:00,450.5636582812445,452.86960927897576,450.1776669290198,451.88983154296875,69793500,0.0,0.0,0.0,,,
2023-12-06 00:00:00-05:00,454.0770262517531,454.1067155710068,449.6234471471,450.0688171386719,69124700,0.0,0.0,0.0,,,
2023-12-07 00:00:00-05:00,452.19660036201515,454.1660622068546,451.58300100549815,453.50299072265625,66995400,0.0,0.0,0.0,,,
2023-12-08 00:00:00-05:00,452.74094240780397,455.99701200291724,452.49352134865967,455.45269775390625,83080900,0.0,0.0,0.0,,,
2023-12-11 00:00:00-05:00,454.94795097422787,457.4023787638933,454.73021923318686,457.2242126464844,65002200,0.0,0.0,0.0,Traders Betting Fed Peak Is Here Curb Pivot Wagers: Markets Wrap,"December 12, 2023 at 6:40 AM GMT+8","['US consumer prices pick up in bumpy path down for inflation', 'Wall Street refrains from big moves before Powell, ‘dot plot’']"
2023-12-12 00:00:00-05:00,456.867948160755,459.4114439486252,455.8485745846702,459.3124694824219,68327600,0.0,0.0,0.0,"S&P 500 Tops 4,700 as Dovish Fed Signs Sink Yields: Markets Wrap","December 13, 2023 at 6:31 AM GMT+8","['Fed holds rates steady again and pivots toward cuts in 2024', 'The median projection is for three rate cuts next year']"
2023-12-13 00:00:00-05:00,459.6984416682364,465.9037814351723,459.3322633169868,465.6464538574219,93278000,0.0,0.0,0.0,Stock Bull Run Is Flashing Signs of Exhaustion: Markets Wrap,"December 14, 2023 at 7:40 AM GMT+8","['S&P 500 closes well off session highs; Nasdaq 100 retreats', 'ECB and BOE reluctant to join Fed in pivoting toward rate cuts']"
2023-12-14 00:00:00-05:00,467.6258047547447,468.8431272464672,464.40933096542636,467.140869140625,119026000,0.0,0.0,0.0,Nasdaq 100 Caps Pivotal Fed Week at Record High: Markets Wrap,"December 15, 2023 at 7:12 AM GMT+8","['US stock gauges notch weekly gains after Fed’s dovish pivot', 'Fed’s Williams and Bostic try to tame rate cut expectations']"
2023-12-15 00:00:00-05:00,466.53069922800955,467.7330941857865,464.4836862534859,466.3717041015625,141319300,1.906,0.0,0.0,,,
2023-12-18 00:00:00-05:00,468.0113365278107,469.99873015646045,466.92821063922304,468.9950866699219,70375300,0.0,0.0,0.0,,,
2023-12-19 00:00:00-05:00,469.5515780504624,471.9265281121234,469.47209564442005,471.8470153808594,55761800,0.0,0.0,0.0,"S&P Logs Worst Day in Two Months, Bonds Power On: Markets Wrap","December 20, 2023 at 6:31 AM GMT+8","['US 10-year yields down more than 40 basis points in December', 'Equity indexes tumbled more than 1% in an afternoon reversal']"
2023-12-20 00:00:00-05:00,470.9725252251721,472.90029943659243,464.8712426631662,465.3084716796875,102921000,0.0,0.0,0.0,Bull Run Steams Ahead Before Key Inflation Data: Markets Wrap,"December 21, 2023 at 6:44 AM GMT+8","['Nike shares slide in postmarket trading after revenue warning', 'Citigroup strategists recommend buying into dips in US stocks']"
2023-12-21 00:00:00-05:00,468.35909941273417,469.9987233929514,465.884804084742,469.7204895019531,86667500,0.0,0.0,0.0,Stocks Extend Bull Run on Soft Landing Narrative: Markets Wrap,"December 22, 2023 at 6:41 AM GMT+8","['S&P 500, Nasdaq 100, MSCI World set eight-week winning streaks', 'Interest rate-cut bets have been weighing on US dollar']"
2023-12-22 00:00:00-05:00,470.87315758591006,472.38359615088183,468.7267991545021,470.66448974609375,67126600,0.0,0.0,0.0,,,
2023-12-26 00:00:00-05:00,471.0818583550927,473.5760167501291,471.00234562743356,472.6518859863281,55387000,0.0,0.0,0.0,S&P 500 Rally Flashes Signs of Fatigue Near Record: Markets Wrap,"December 27, 2023 at 6:35 AM GMT+8","['US Treasuries jump as another smooth auction boosts confidence', 'Bitcoin climbs as optimism builds about ETF approval by SEC']"
2023-12-27 00:00:00-05:00,472.44320687732755,473.6555181808432,471.8966857698918,473.5064697265625,68000300,0.0,0.0,0.0,AI Mania Driving Nasdaq 100’s Best Run Since 1999: Markets Wrap,"December 28, 2023 at 6:40 AM GMT+8","['Tech-heavy gauge set for best year since dot-com bubble era', 'US Treasuries decline after weak sale of seven-year notes']"
2023-12-28 00:00:00-05:00,473.8741380712597,474.5398979496819,473.25805090308876,473.6853332519531,77158100,0.0,0.0,0.0,S&P 500 Bulls Drive Longest Weekly Win Since 2004: Markets Wrap,"December 29, 2023 at 6:57 AM GMT+8","['US 10-year yield ends 2023 almost exactly where it started', 'Dollar closes out worst year since 2020 as US rate bets bite']"
2023-12-29 00:00:00-05:00,473.4865808305558,474.02318559622694,470.3166855971226,472.31402587890625,122234100,0.0,0.0,0.0,,,
2024-01-02 00:00:00-05:00,469.18390513565663,470.6843970729956,467.5244180643753,469.6708068847656,123623700,0.0,0.0,0.0,"Tech Stocks Log Four-Day Losing Streak, Bonds Rise: Markets Wrap","January 3, 2024 at 6:30 AM GMT+8","['Tesla, semiconductor stocks weighed on the Nasdaq 100 gauge', 'Fed’s Barkin says ‘buckle up’ on hopes for a soft landing']"
2024-01-03 00:00:00-05:00,467.46479107021304,468.2200103628402,465.21905686223414,465.83514404296875,103585900,0.0,0.0,0.0,Tech’s Losing Streak Extends Ahead of Jobs Test: Markets Wrap,"January 4, 2024 at 6:49 AM GMT+8","['Nasdaq 100 down for fifth day, longest losing run in a year', 'Crude prices reversed after EIA weekly inventory report']"
2024-01-04 00:00:00-05:00,465.34821561615576,467.99145283580367,464.10609457263064,464.33465576171875,84232200,0.0,0.0,0.0,,,
2024-01-05 00:00:00-05:00,464.54332939837514,467.47474722773467,463.4900131663497,464.97064208984375,86060800,0.0,0.0,0.0,,,
2024-01-08 00:00:00-05:00,465.47739773759395,471.75756896692855,465.3482122979531,471.6085205078125,74879100,0.0,0.0,0.0,Stocks Struggle After Tech-Led Bounce; Oil Climbs: Markets Wrap,"January 9, 2024 at 6:49 AM GMT+8","['HSBC says Goldilocks scenario may flip as Fed bets overdone', 'SEC says it has not yet granted approval of spot-Bitcoin ETFs']"
2024-01-09 00:00:00-05:00,468.8956956528561,471.9364053796454,468.3789842433142,470.8930358886719,65931400,0.0,0.0,0.0,"Bitcoin Near $46,000 After ETF Approval Decision: Markets Wrap","January 10, 2024 at 6:35 AM GMT+8","['SEC approves Bitcoin ETF proposals on an accelerated basis', 'Fed’s Williams says rate high enough to cool inflation to goal']"
2024-01-10 00:00:00-05:00,471.17128604970503,474.4405570663512,470.88310548192015,473.55615234375,67310600,0.0,0.0,0.0,"Stocks, Bonds Gyrate After ‘Not Great’ CPI Report: Markets Wrap","January 11, 2024 at 6:43 AM GMT+8","['US inflation accelerates, tempering case for Fed to cut rates', 'Fed’s Mester says March is probably too early for a rate cut']"
2024-01-11 00:00:00-05:00,474.57964746308846,475.1063055500736,469.28325690247203,473.34747314453125,77940700,0.0,0.0,0.0,Bond Traders Reload Fed-Cut Wagers After PPI Data: Markets Wrap,"January 12, 2024 at 6:55 AM GMT+8","['S&P 500 little changed Friday, while notching weekly advance', 'Oil climbs as strikes against Houthis raise Middle East risks']"
2024-01-12 00:00:00-05:00,474.82807645137143,475.58329572531596,472.2345423530404,473.6753845214844,57944000,0.0,0.0,0.0,,,
2024-01-16 00:00:00-05:00,472.2643382845699,473.6058046686393,470.0781932527504,471.9364013671875,85014900,0.0,0.0,0.0,,,
2024-01-17 00:00:00-05:00,468.8460411153515,469.8099282442227,466.9083201853339,469.3130798339844,68843900,0.0,0.0,0.0,Nasdaq 100 Hits Record High in Tech-Fueled Rebound: Markets Wrap,"January 18, 2024 at 6:54 AM GMT+8","['Traders weigh latest data showing US labor-market strength', 'Bostic urges caution on Fed rate cuts amid global uncertainty']"
2024-01-18 00:00:00-05:00,471.02222364235894,474.0529867121864,469.442249390282,473.486572265625,91856200,0.0,0.0,0.0,S&P 500 Hits All-Time High in Historic Bull Run: Markets Wrap,"January 19, 2024 at 6:21 AM GMT+8","['US consumer sentiment jumps, price outlook hits three-year low', 'Fed officials say data don’t show it’s time for a rate cut yet']"
2024-01-19 00:00:00-05:00,474.6392602498069,479.67731019553725,473.53627138162756,479.3891296386719,110733300,0.0,0.0,0.0,,,
2024-01-22 00:00:00-05:00,480.9592082725313,482.16157293547025,479.7369502650216,480.4027404785156,75844900,0.0,0.0,0.0,US Stocks Buck Concerns the ‘Pivot Party’ Is Over: Markets Wrap,"January 23, 2024 at 6:35 AM GMT+8","['S&P 500, Nasdaq 100 set fresh closing highs on Tuesday', 'Netflix rallies in afterhours trading as subscribers surge']"
2024-01-23 00:00:00-05:00,480.95921495798353,482.0522572166377,479.846279354482,481.8038330078125,49945300,0.0,0.0,0.0,Nasdaq 100 Gains for Fifth Day; Treasuries Decline: Markets Wrap,"January 24, 2024 at 6:55 AM GMT+8","['The Bloomberg Dollar Spot Index trimmed a steeper drop', 'Bank of Canada held its key interest rate at 5%, as expected']"
2024-01-24 00:00:00-05:00,484.7352346502704,485.6891750893112,481.82371029790653,482.33050537109375,81765000,0.0,0.0,0.0,Stocks Climb as Soft-Landing Chorus Grows Louder: Markets Wrap,"January 25, 2024 at 6:45 AM GMT+8","['US GDP increased 3.3% last quarter, capping a strong year', 'Lagarde’s talk of mid-2024 ECB cut sees traders bet on April']"
2024-01-25 00:00:00-05:00,484.5066817231831,485.23209131821966,482.3305135885141,484.953857421875,72525000,0.0,0.0,0.0,Bond Yields Rise on Bets Fed ‘Not Rushing’ to Ease: Markets Wrap,"January 26, 2024 at 6:54 AM GMT+8","['US December personal spending topped economist estimates', 'Fed’s preferred core price gauge cooled to lowest since 2021']"
2024-01-26 00:00:00-05:00,484.51662670345155,486.0369816183863,483.47325717710777,484.3377685546875,76641600,0.0,0.0,0.0,,,
2024-01-29 00:00:00-05:00,484.6557664478354,488.32251018135617,484.0992986483241,488.1734313964844,61322800,0.0,0.0,0.0,Tech Giants Slide in Late Trading After Earnings: Markets Wrap,"January 30, 2024 at 7:09 AM GMT+8","['Alphabet slumps as its search revenue misses estimates', 'Microsoft’s cloud growth disappoints some; revenue beats']"
2024-01-30 00:00:00-05:00,487.4679309728156,488.5212472221949,487.02075525411504,487.7958679199219,58618400,0.0,0.0,0.0,S&P 500 Has Its Worst Fed-Decision Day Since March: Markets Wrap,"January 31, 2024 at 6:43 AM GMT+8","['Powell says Fed to keep options open instead of hurrying', 'No cut until officials are more confident on inflation path']"
2024-01-31 00:00:00-05:00,485.54014437745394,485.99723643210365,479.8164408836042,479.8363342285156,126011100,0.0,0.0,0.0,"QQQ Up in Late Trading as Meta Soars, Apple Falls: Markets Wrap","February 1, 2024 at 6:29 AM GMT+8","['Meta and Amazon climb after giving bullish forecasts', 'Apple China slump deepens even as total sales grow again']"
2024-02-01 00:00:00-05:00,481.57528395187387,486.1462952866272,480.75049862760767,486.1164855957031,91891600,0.0,0.0,0.0,Stock Bull Run Powers Ahead as US Economy Roars: Markets Wrap,"February 2, 2024 at 7:07 AM GMT+8","['Blockbuster jobs report turns slowdown narrative on its head', 'American consumer sentiment increases sharply at start of 2024']"
2024-02-02 00:00:00-05:00,486.56362179743365,492.9232751183183,486.2158218597219,491.2340087890625,99147700,0.0,0.0,0.0,,,
2024-02-05 00:00:00-05:00,490.58811858913293,491.2638251299827,487.13998950613654,489.4453430175781,75757100,0.0,0.0,0.0,Treasuries Rally Before Record 10-Year Bond Sale: Markets Wrap,"February 6, 2024 at 6:59 AM GMT+8","['Mester says Fed should gain confidence to cut later this year', 'Minneapolis chief Kashkari says more inflation progress needed']"
2024-02-06 00:00:00-05:00,490.40924115639297,491.2042168034192,488.94850562552875,490.8663635253906,55918600,0.0,0.0,0.0,"S&P 500 Closes on the Brink of Historic 5,000 Mark: Markets Wrap","February 7, 2024 at 6:55 AM GMT+8","['Treasury’s biggest-ever 10-year auction garners solid demand', 'Fed officials add to chorus tempering hopes for rate cuts soon']"
2024-02-07 00:00:00-05:00,493.1617993796684,495.3876705347539,492.2376382972266,494.96038818359375,70556500,0.0,0.0,0.0,Bonds Fall After $25 Billion Sale as Stocks Churn: Markets Wrap,"February 8, 2024 at 7:11 AM GMT+8","['US Treasury sees solid demand in auction of 30-year bonds', 'Risk of big US CPI revision on Friday leaves traders cautious']"
2024-02-08 00:00:00-05:00,494.9603710915764,495.5665115699346,494.12566943724335,495.1789855957031,52343600,0.0,0.0,0.0,"Stock Mania Rages On as S&P 500 Closes Above 5,000: Markets Wrap","February 9, 2024 at 6:42 AM GMT+8","['US CPI revisions confirm inflation progress at end of 2023', 'BofA’s Hartnett says stocks close to triggering a sell signal']"
2024-02-09 00:00:00-05:00,495.6957227505554,498.48800841521756,495.34792279521304,498.0408630371094,63979400,0.0,0.0,0.0,,,
2024-02-12 00:00:00-05:00,498.0110399259425,500.3263401330144,497.08687885231325,497.8222351074219,56502300,0.0,0.0,0.0,Wall Street Caught Off Guard by ‘Sticky’ CPI Signs: Markets Wrap,"February 13, 2024 at 6:52 AM GMT+8","['US CPI tops estimates across the board as inflation persists', 'Traders pull back bets on Fed interest-rate cuts before July']"
2024-02-13 00:00:00-05:00,491.41290447459005,493.9567659972918,487.62692188317754,490.9657287597656,113099200,0.0,0.0,0.0,Dip Buyers Wade Back In to Fuel Wall Street Gains: Markets Wrap,"February 14, 2024 at 6:43 AM GMT+8","['Cisco plans to cut thousands of jobs after sales growth stalls', 'Bitcoin advances past $51,000 in broad cryptocurrency rally']"
2024-02-14 00:00:00-05:00,493.6586500784336,495.9242776075879,491.28370013032355,495.42742919921875,68387800,0.0,0.0,0.0,Wall Street Looks Past Inflation Angst Before PPI: Markets Wrap,"February 15, 2024 at 6:56 AM GMT+8","['Both US retail sales and industrial production showed declines', 'Homebuilder sentiment climbed to six-month high in February']"
2024-02-15 00:00:00-05:00,496.14290752171655,499.0345689872151,495.65597544524957,498.84576416015625,61683000,0.0,0.0,0.0,Wall Street Ends Wild Week on Sour Note After PPI: Markets Wrap,"February 16, 2024 at 6:56 AM GMT+8","['US producer prices increase by more than forecast in January', 'Fed’s Daly says three rate cuts in 2024 is reasonable baseline']"
2024-02-16 00:00:00-05:00,498.53770970529985,499.70031800952876,495.6062919386821,496.36151123046875,75461200,0.0,0.0,0.0,,,
2024-02-20 00:00:00-05:00,494.5827856771807,495.2684389134537,491.33340797174577,493.62884521484375,71736700,0.0,0.0,0.0,Tech Up in Late Hours on Nvidia’s Bullish Outlook: Markets Wrap,"February 21, 2024 at 6:51 AM GMT+8","['Chipmaker gives upbeat forecast as AI reaches ‘tipping point’', 'Nvidia also posts sales that beat the average analyst estimate']"
2024-02-21 00:00:00-05:00,492.2972932908916,494.2349839002045,490.4490014313832,494.07598876953125,59603800,0.0,0.0,0.0,Stocks Rally as AI Craze Sweeps Across the World: Markets Wrap,"February 22, 2024 at 7:05 AM GMT+8","['Nvidia tops Meta record with $277 billion surge in value', 'Giant chipmaker’s profits are rising even more than its stock']"
2024-02-22 00:00:00-05:00,500.83315518542463,505.28489763073145,499.84937469040966,504.3011474609375,76402500,0.0,0.0,0.0,"Stock Rally Wanes After S&P 500 Touches 5,100 Mark: Markets Wrap","February 23, 2024 at 7:10 AM GMT+8","['BofA sees AI, economic growth as ‘magic sauce’ for stock gains', 'Goldman pushes back bet on first Fed interest-rate cut to June']"
2024-02-23 00:00:00-05:00,506.05995825466897,506.91455327150584,503.90365318149185,504.64892578125,61321800,0.0,0.0,0.0,,,
