Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,headline,article_time,subheaders
2024-02-26 00:00:00-05:00,505.0960658191387,505.5432415043655,502.67144322747856,502.8006286621094,50386700,0.0,0.0,0.0,Treasuries Mixed Amid Another Flurry of Bond Sales: Markets Wrap,"February 27, 2024 at 6:56 AM GMT+8","['US tests appetite with $42 billion auction of seven-year notes', 'Seven high-grade corporate deals add to record February haul']"
2024-02-27 00:00:00-05:00,503.5062103416199,503.96330240547655,501.5684893374194,503.7347412109375,48854500,0.0,0.0,0.0,Stocks Decline in Run-Up to Key Inflation Report: Markets Wrap,"February 28, 2024 at 6:49 AM GMT+8","['GDP revised slightly lower despite stronger consumer spending', 'Bitcoin surpasses $60,000 as demand from ETFs triggers rally']"
2024-02-28 00:00:00-05:00,502.1448086222286,503.66516356778334,501.7771456450688,503.0689697265625,56506600,0.0,0.0,0.0,Stocks End Month at New Highs After Inflation Data: Markets Wrap,"February 29, 2024 at 6:36 AM GMT+8","['Fed’s preferred inflation metric matches economist estimates', 'NYCB takes $2.4 billion hit, flags weakness and replaces CEO']"
2024-02-29 00:00:00-05:00,504.8675555766805,506.52701230026423,502.1646989867113,504.8774719238281,83924800,0.0,0.0,0.0,S&P 500 Posts 15th Record This Year as Tech Roars: Markets Wrap,"March 1, 2024 at 6:29 AM GMT+8","['Waller would like Fed to boost share of short-term Treasuries', 'Manufacturing gauge drops as industry struggles for momentum']"
2024-03-01 00:00:00-05:00,505.7718295220385,510.0546301595133,505.3544635053311,509.6174011230469,76805900,0.0,0.0,0.0,,,
2024-03-04 00:00:00-05:00,508.80263542245945,510.9589406396073,508.7727954042659,509.0708923339844,49799300,0.0,0.0,0.0,Tech Giants Drag Down US Stocks After Torrid Rally: Markets Wrap,"March 5, 2024 at 7:14 AM GMT+8","['Citi says bullish bets on tech shares are at three-year high', 'Services growth cools while orders, business activity pick up']"
2024-03-05 00:00:00-05:00,507.02383348908023,507.48095584038447,501.7274430139352,503.9831237792969,72855600,0.0,0.0,0.0,Stocks and Bonds Climb as Powell Sticks to Script: Markets Wrap,"March 6, 2024 at 6:46 AM GMT+8","['Powell reiterates Fed needs confidence on inflation to cut', 'NYCB whipsaws after raising more than $1 billion in equity']"
2024-03-06 00:00:00-05:00,507.33187155193156,508.8423100437982,505.21532291436665,506.53692626953125,68382400,0.0,0.0,0.0,"Stocks Climb on Bets Fed, ECB Closer to Rate Cuts: Markets Wrap","March 7, 2024 at 6:49 AM GMT+8","['Powell says Fed ‘not far’ from confidence needed to cut rates', 'ECB holds rates as slowing inflation raises prospect of easing']"
2024-03-07 00:00:00-05:00,509.9055763312452,512.638242455269,506.5965490971227,511.5650329589844,58652100,0.0,0.0,0.0,Stocks Suffer ‘Heat Check’ as Rally Hits a Wall: Markets Wrap,"March 8, 2024 at 6:44 AM GMT+8","['Nasdaq 100 falls 1.5% as Nvidia halts six-day winning streak', 'Payrolls exceed expectations at 275,000, while wage gains cool']"
2024-03-08 00:00:00-05:00,512.2109840771541,514.9535363508023,507.90825986942224,508.4945373535156,86425500,0.0,0.0,0.0,,,
2024-03-11 00:00:00-04:00,507.262366680964,508.6535361723951,505.29483604829835,508.05731201171875,62557200,0.0,0.0,0.0,Stock Traders Bracing for Worst Shrug Off Hot CPI: Markets Wrap,"March 12, 2024 at 6:51 AM GMT+8","['S&P 500 closes at another all-time high amid technology rally', 'Traders still betting Fed will be able to cut rates this year']"
2024-03-12 00:00:00-04:00,510.21361682879507,514.1188378426228,507.6399155176739,513.5226440429688,73114400,0.0,0.0,0.0,Stocks Struggle Near Record Before Inflation Data: Markets Wrap,"March 13, 2024 at 6:27 AM GMT+8","['S&P 500 is in best stretch without a 2% decline since 2018', 'Treasuries stabilize after strong demand for bond auction']"
2024-03-13 00:00:00-04:00,513.8506024884553,514.0294606569565,511.2471213961914,512.7177734375,55104100,0.0,0.0,0.0,Bond Yields Jump as Hot Inflation Curbs Fed Wagers: Markets Wrap,"March 14, 2024 at 6:32 AM GMT+8","['Producer prices climb, adding to signs of persisting inflation', 'Retail sales miss forecasts after steep drop in prior month']"
2024-03-14 00:00:00-04:00,513.7113888258792,513.8704142729376,508.59388686308216,511.70416259765625,110171800,0.0,0.0,0.0,Stocks Fall as ‘Triple Witching’ Spurs Volume Jump: Markets Wrap,"March 15, 2024 at 6:41 AM GMT+8","['Big pile of options expiring on Friday amplified market swings', 'Treasury 10-year bonds notched their worst week this year']"
2024-03-15 00:00:00-04:00,508.5693041375855,510.05453341506444,506.48602862159686,508.1905212402344,107585800,1.595,0.0,0.0,,,
2024-03-18 00:00:00-04:00,512.3471030376196,513.8223242549665,510.7921220456132,511.21075439453125,88893300,0.0,0.0,0.0,‘Most-Crowded Trade’ Drives S&P 500 to New Record: Markets Wrap,"March 19, 2024 at 6:38 AM GMT+8","['Tech megacaps lead gains as bonds rebound after selloff', 'Traders awaiting to hear if Fed will change rate-cut outlook']"
2024-03-19 00:00:00-04:00,510.50308618863556,514.3406812773414,509.47636919194895,514.0516357421875,60755300,0.0,0.0,0.0,"S&P 500 Closes at Historic 5,200 Mark After Fed: Markets Wrap","March 20, 2024 at 5:49 AM GMT+8","['Short-end bonds rally as Fed reassures market of cuts in 2024', 'The central bank’s ‘dot plot’ confirmed three cuts this year']"
2024-03-20 00:00:00-04:00,514.1114592851128,518.9458388177766,513.4236756826768,518.8062744140625,69594600,0.0,0.0,0.0,S&P 500 Hits 20th Record This Year in Risk-On Push: Markets Wrap,"March 21, 2024 at 6:50 AM GMT+8","['Stocks extend 2024 rally on Wall Street’s ‘soft landing’ hopes', 'Latest housing and manufacturing data show economic strength']"
2024-03-21 00:00:00-04:00,521.7069276542877,522.4245831177392,520.2316455812768,520.520751953125,60256100,0.0,0.0,0.0,S&P 500 Hits a Wall at End of Best Week in 2024: Markets Wrap,"March 22, 2024 at 6:28 AM GMT+8","['BofA says US stocks suffered big outflows in run-up to Fed', 'Treasury yields fall; US dollar hovers near this year’s high']"
2024-03-22 00:00:00-04:00,520.4310048593983,520.9293969793162,519.2946562246536,519.533935546875,79023000,0.0,0.0,0.0,,,
2024-03-25 00:00:00-04:00,518.1284436687797,519.2747698977765,517.9390522267424,518.0985717773438,48512100,0.0,0.0,0.0,S&P 500 Turns Lower in Final 30 Minutes of Trading: Markets Wrap,"March 26, 2024 at 6:38 AM GMT+8","['Stocks retreat amid quarter-end positioning, relabancing', 'American shares are on course for a five-month winning streak']"
2024-03-26 00:00:00-04:00,519.5538635797216,519.9027745896371,516.7330078019103,517.1416625976562,65463700,0.0,0.0,0.0,S&P 500 Gets Late-Day Boost to Finish at Record: Markets Wrap,"March 27, 2024 at 6:11 AM GMT+8","['Stock gauge is up 10% in first quarter, largely beating bonds', 'Goldman sees pension funds offloading $32 billion of stocks']"
2024-03-27 00:00:00-04:00,520.0323437649558,521.5275201709945,517.819451047799,521.4876098632812,82999800,0.0,0.0,0.0,Stock Bulls Crush Naysayers With $4 Trillion Rally: Markets Wrap,"March 28, 2024 at 6:31 AM GMT+8","['Key gauges of US economic activity expand at firm pace', 'Traders await Friday’s inflation figures, Powell’s remarks']"
2024-03-28 00:00:00-04:00,521.5275038479859,522.9229652799493,521.098893925669,521.387939453125,96294900,0.0,0.0,0.0,,,
