Date,Open,High,Low,Close,Volume,returns,log_returns
2019-12-05 00:00:00-05:00,143.5206567183632,143.77891189805146,142.97545296066696,143.40586853027344,17869100,,
2019-12-06 00:00:00-05:00,144.4197286080118,145.26142579362508,143.73105798672296,145.1466522216797,16403500,0.012138859512843103,0.012065774409791846
2019-12-09 00:00:00-05:00,144.4962615101327,145.5866543210267,144.34322033794876,144.7736358642578,16687400,-0.0025699273921397925,-0.0025732353241857517
2019-12-10 00:00:00-05:00,144.70666120647118,145.28055825053437,144.19972514196556,144.5536346435547,16476100,-0.001519622128640874,-0.0015207779254124345
2019-12-11 00:00:00-05:00,144.94580525384234,145.26144721805406,143.78846597987646,145.09884643554688,18856600,0.0037716920320722824,0.0037645970361768486
2019-12-12 00:00:00-05:00,145.05103049310748,146.76314783225894,144.44845450997263,146.5718536376953,24612100,0.010151749916238906,0.010100567008972343
2019-12-13 00:00:00-05:00,146.34227301748803,148.15002992391166,146.17967224329018,147.80569458007812,23845400,0.008417993712713123,0.00838275999701516
2019-12-16 00:00:00-05:00,148.360423952648,149.11604085928985,148.08304965889008,148.76214599609375,24144200,0.006471005185104239,0.006450158117044642
2019-12-17 00:00:00-05:00,148.68563327260904,148.93432878510805,147.72914799636862,147.95870971679688,25425600,-0.005400811301270014,-0.005415448407914432
2019-12-18 00:00:00-05:00,147.58574829160656,148.71439442634042,147.47096008168464,147.65269470214844,24129200,-0.0020682460345469167,-0.0020703878090305625
2019-12-19 00:00:00-05:00,147.29876013892152,148.9917434816104,147.05963877505963,148.93435668945312,24958900,0.008680247860630708,0.008642791109025593
2019-12-20 00:00:00-05:00,150.5029922361693,151.5933850714681,149.48910539386532,150.5603790283203,53477500,0.010917711500628702,0.010858543551277867
2019-12-23 00:00:00-05:00,151.23947552852047,151.23947552852047,150.42647164836467,150.5603790283203,17718200,0.0,0.0
2019-12-24 00:00:00-05:00,150.62736283486512,150.84736505250294,150.28302740162053,150.53172302246094,8989200,-0.00019032899654158886,-0.00019034711140360991
2019-12-26 00:00:00-05:00,150.70381893995093,151.82290497032002,150.55077779183026,151.76551818847656,14520600,0.008196246885658232,0.008162840070353505
2019-12-27 00:00:00-05:00,152.51160677666564,152.60726116253304,151.3351337235096,152.04293823242188,18412800,0.0018279517459347527,0.001826283075332121
2019-12-30 00:00:00-05:00,152.07163238001635,152.1003257769562,149.90996584514633,150.7325439453125,16348400,-0.008618580398033537,-0.008655935146872613
2019-12-31 00:00:00-05:00,149.94825916609403,150.9047448143657,149.642176753137,150.83778381347656,18369400,0.0006981894248547782,0.0006979458040073598
2020-01-02 00:00:00-05:00,151.87077685018224,153.73592078305674,151.4403612648745,153.63070678710938,22622100,0.018516070065617507,0.01834673472973154
2020-01-03 00:00:00-05:00,151.43079368259075,152.98985514697523,151.1820981081067,151.7177276611328,21116200,-0.012451801895485892,-0.012529975190839008
2020-01-06 00:00:00-05:00,150.24471977705105,152.17682426092264,149.6995161247731,152.10986328125,20813700,0.0025846394232389436,0.0025813049870724997
2020-01-07 00:00:00-05:00,152.38728202382745,152.72204320327285,150.47431095907328,150.72299194335938,21634100,-0.009117563502942017,-0.009159382872978851
2020-01-08 00:00:00-05:00,152.01422217923997,153.80285985539652,151.07687054565162,153.12374877929688,27746500,0.015928272156644052,0.015802748393095284
2020-01-09 00:00:00-05:00,154.79759130008847,155.16106041694903,154.0228404729352,155.03671264648438,21385000,0.012492927337775184,0.012415534628752289
2020-01-10 00:00:00-05:00,155.73496009896448,156.11754842169302,154.16631002927403,154.31935119628906,20725900,-0.004627042446591623,-0.004637780343432676
2020-01-13 00:00:00-05:00,154.72111028970298,156.2036659355012,154.24286747459468,156.1749725341797,21626500,0.012024553780882297,0.011952833200271304
2020-01-14 00:00:00-05:00,156.28017878720624,156.48104718130796,154.6828496153352,155.07501220703125,23477400,-0.007043128033255797,-0.007068047937822999
2020-01-15 00:00:00-05:00,155.5436703714871,156.80623826160584,155.49585777140354,156.0792999267578,21417900,0.00647614148426312,0.00645526137985747
2020-01-16 00:00:00-05:00,157.19838261385726,159.00613945085294,156.89230027784512,158.93917846679688,23865400,0.01832324043855338,0.018157392716696173
2020-01-17 00:00:00-05:00,160.13481841498808,160.18264561425343,158.2314068047987,159.82875061035156,34371700,0.0055969343250412695,0.005581329686470471
2020-01-21 00:00:00-05:00,159.42699742201413,160.87129987935694,159.187876045083,159.2548370361328,29517200,-0.0035908031066194113,-0.003597265514889871
2020-01-22 00:00:00-05:00,160.1156616604403,160.20175644469933,158.47050548630122,158.48963928222656,24138800,-0.004804863501462364,-0.004816443968028193
2020-01-23 00:00:00-05:00,158.9583044050087,159.54176105873665,158.0783396246795,159.46524047851562,19680800,0.00615561497084216,0.006136746564514061
2020-01-24 00:00:00-05:00,160.22088838357953,160.24002218102603,157.294044951145,157.85836791992188,24918100,-0.010076632084659476,-0.01012774499563246
2020-01-27 00:00:00-05:00,154.13761168474804,156.27058457014672,153.22895350134215,155.21844482421875,32078100,-0.016723364940921637,-0.016864779240694586
2020-01-28 00:00:00-05:00,156.65319804776703,158.54703529988404,155.97410149841087,158.26010131835938,24899900,0.019595973259397326,0.019406444178361803
2020-01-29 00:00:00-05:00,160.5365043029377,161.40690951031036,158.48006655302615,160.72779846191406,34754500,0.015592667532738469,0.015472350984531187
2020-01-30 00:00:00-05:00,166.47630685305916,166.47630685305916,163.35815473257475,165.26156616210938,51597500,0.028207738447121322,0.02781722681899966
2020-01-31 00:00:00-05:00,164.71636141485757,164.89808138591687,162.20080007747276,162.822509765625,36142700,-0.014758763656468332,-0.014868757802171706
2020-02-03 00:00:00-05:00,163.0138020914527,166.90670473167702,162.9851086966194,166.79193115234375,30107000,0.024378824478461514,0.024086403983995867
2020-02-04 00:00:00-05:00,169.43184279183268,172.77954207948474,168.6379580665265,172.28216552734375,36433300,0.03291666651419334,0.03238651555153916
2020-02-05 00:00:00-05:00,176.02203686895578,176.18463766317538,170.64659267897179,172.07174682617188,39186300,-0.0012213609024926964,-0.0012221073715871127
2020-02-06 00:00:00-05:00,173.0951949516249,175.8211846669022,172.2247895792593,175.6394500732422,27751400,0.02073381198759172,0.020521792152378374
2020-02-07 00:00:00-05:00,174.89339920708525,177.55242802892474,174.53948960776154,175.8881378173828,33529100,0.0014158991276556065,0.001414897687666311
2020-02-10 00:00:00-05:00,175.59159925443439,180.62270742696205,175.2759573070881,180.48880004882812,35844300,0.026156751038105774,0.02582051386866385
2020-02-11 00:00:00-05:00,182.35395123825236,182.4017784312968,175.5150858823938,176.4141845703125,53159900,-0.022575447769686008,-0.022834174520602896
2020-02-12 00:00:00-05:00,177.5045772731281,177.7628324394835,173.9368905163937,176.6724395751953,47062900,0.001463912924642763,0.0014628424487123125
2020-02-13 00:00:00-05:00,175.11336710621117,178.1262905935422,174.91249872947753,175.71595764160156,35295800,-0.00541387177249375,-0.005428579885522667
2020-02-14 00:00:00-05:00,175.27595121896604,177.34196320539263,174.70205413557784,177.28457641601562,23149500,0.00892701377534233,0.008887403547367011
2020-02-18 00:00:00-05:00,177.53326193956144,179.53231299331577,177.4280479580581,179.082763671875,27792200,0.01014294244999503,0.010091848017354724
2020-02-19 00:00:00-05:00,180.3679529969998,180.48304006462567,178.8429908122656,179.61985778808594,29997500,0.0029991390863000067,0.0029946506407461646
2020-02-20 00:00:00-05:00,179.3033475447501,179.59107983858217,173.69263367105043,176.8768310546875,36862400,-0.015271288860692844,-0.0153890959082868
2020-02-21 00:00:00-05:00,175.67799509775494,175.99449922309105,170.00013617053344,171.2853240966797,48572600,-0.03161243292672411,-0.03212289262799783
2020-02-24 00:00:00-05:00,160.90787227995017,167.41055541671395,156.5535592532318,163.90025329589844,68311100,-0.043115607479674356,-0.04407269679045977
2020-02-25 00:00:00-05:00,167.07486300599308,167.68868511978565,160.79276839214288,161.1956024169922,68073300,-0.0165018102444503,-0.016639481769308274
2020-02-26 00:00:00-05:00,162.7685094450589,166.17329524878525,161.32986260922894,163.20968627929688,56206100,0.012494657621580307,0.012417243561506223
2020-02-27 00:00:00-05:00,156.63987550464046,160.19812050577536,151.51828161420713,151.71009826660156,93174900,-0.0704589799469153,-0.07306434148392293
2020-02-28 00:00:00-05:00,146.17613619889835,157.01394700824463,145.782902489073,155.3834686279297,97012700,0.02421309064656252,0.023924601302810867
2020-03-02 00:00:00-05:00,158.54848535865258,165.8472216006757,155.67119140728485,165.7225341796875,71030800,0.0665390317454877,0.06441885623940755
2020-03-03 00:00:00-05:00,166.69123269855749,167.84214735347513,155.62323375765956,157.7812042236328,71677000,-0.04791943349987737,-0.049105619094976766
2020-03-04 00:00:00-05:00,161.59840321196756,163.71800128075157,158.84578241050164,163.5741424560547,49814400,0.036715008361903445,0.03605706829615869
2020-03-05 00:00:00-05:00,159.2582050604117,163.881049207584,158.9129292400471,159.46920776367188,47817300,-0.025095254242189502,-0.02541550941557518
2020-03-06 00:00:00-05:00,155.9589116856856,156.43846064054785,149.61927391701985,154.96145629882812,72821100,-0.028267221791959285,-0.028674431858054853
2020-03-09 00:00:00-04:00,144.8237666537805,151.2976767525422,143.86466886137134,144.4593048095703,70419300,-0.06777266902426005,-0.07017857668360351
2020-03-10 00:00:00-04:00,151.69093809040504,154.4435445747292,146.33916967424355,154.33804321289062,65354400,0.06838423053705478,0.0661474422580453
2020-03-11 00:00:00-04:00,150.70306473019772,151.24974294863355,144.96764848406434,147.34622192382812,56371600,-0.04530199517573341,-0.04636021382607897
2020-03-12 00:00:00-04:00,139.35692254539663,147.19275033694996,132.911783729502,133.3721466064453,93226400,-0.09483836867298046,-0.09964175307755928
2020-03-13 00:00:00-04:00,141.46694526309378,155.28755000416908,134.97384815229282,152.33352661132812,92727400,0.14216896471520446,0.13292905538166633
2020-03-16 00:00:00-04:00,134.27372861732857,143.24130134671302,129.47823830956682,129.8810577392578,87905900,-0.14739019946250398,-0.15945327983379928
2020-03-17 00:00:00-04:00,134.27370166523488,141.4669356830153,129.4782123200479,140.57498168945312,81059800,0.08233628626326595,0.07912193274878435
2020-03-18 00:00:00-04:00,132.35548937134004,140.0282713638815,129.49738217682602,134.65731811523438,81593200,-0.042096136190802214,-0.04300785697662412
2020-03-19 00:00:00-04:00,136.93040730031092,144.00853964498106,133.31460422470954,136.87286376953125,85922700,0.016453213871383543,0.016319326338743587
2020-03-20 00:00:00-04:00,140.02827614018756,141.08328955401615,130.30302521830382,131.73208618164062,84866200,-0.037558778608934085,-0.038282283369572644
2020-03-23 00:00:00-04:00,131.4060216997835,134.82042313244085,127.09968071864685,130.41815185546875,78975200,-0.009974292249195327,-0.01002436876559396
2020-03-24 00:00:00-04:00,137.8703418209535,143.48107115066736,135.49178280411655,142.27259826660156,82516700,0.09089567857294956,0.08699908227258714
2020-03-25 00:00:00-04:00,142.8192853189574,148.01759467280905,138.53211612940933,140.91067504882812,75638200,-0.009572631935921727,-0.009618744089416794
2020-03-26 00:00:00-04:00,142.33014030736356,150.25229931837853,142.3013685375389,149.72479248046875,64568100,0.06255109791068958,0.060672712811281664
2020-03-27 00:00:00-04:00,145.54313459465183,148.5547020002184,143.09743154767483,143.5769805908203,57042300,-0.04106074744067789,-0.04192755067301514
2020-03-30 00:00:00-04:00,146.20487346367648,154.03111515729233,143.874258159953,153.67623901367188,63420300,0.07034037337526566,0.067976703847034
2020-03-31 00:00:00-04:00,152.88021698191196,158.0401689602179,150.15638214508934,151.2593536376953,77927200,-0.015727124710291362,-0.01585210808753927
2020-04-01 00:00:00-04:00,146.7420091986091,151.29772517046135,144.65118236669807,145.88841247558594,57969900,-0.035508158886981334,-0.03615390586029347
2020-04-02 00:00:00-04:00,145.64861864675802,149.12054862309984,144.2099716884276,148.9095458984375,49630700,0.020708522161464682,0.020497015722787112
2020-04-03 00:00:00-04:00,148.7560832768227,150.942825217102,145.96510500434155,147.53802490234375,41243300,-0.009210430317403429,-0.00925310858968656
2020-04-06 00:00:00-04:00,153.76259962458812,159.6898182877418,151.13466581491375,158.5101318359375,67111700,0.07436799388399185,0.07173257602515505
2020-04-07 00:00:00-04:00,162.6533899324945,163.046623536875,156.58229919404917,156.8029022216797,62769000,-0.010770476274821639,-0.010828897717605743
2020-04-08 00:00:00-04:00,158.8937609633465,159.8528589455974,156.8125200980229,158.3758544921875,48318200,0.010031397686020238,0.009981417187824795
2020-04-09 00:00:00-04:00,159.5555376972587,160.52422137132848,156.64947204037585,158.38543701171875,51385100,6.0504927104965134e-05,6.0503096755692874e-05
2020-04-13 00:00:00-04:00,157.62778322139133,158.79788410855346,155.66162913167292,158.74032592773438,41905300,0.00224066633089115,0.0022381597816167036
2020-04-14 00:00:00-04:00,162.08754908265863,166.64326421959726,161.1284511590926,166.59530639648438,52874300,0.0494832073881839,0.048297859567580335
2020-04-15 00:00:00-04:00,164.19755254197594,166.47062444718213,162.31772891076224,164.84974670410156,40940800,-0.010477844365125777,-0.010533123452566233
2020-04-16 00:00:00-04:00,167.17080188367657,170.0289101261343,165.8280557618532,169.79872131347656,50479600,0.030021123528070737,0.029579310310932836
2020-04-17 00:00:00-04:00,172.15808895207323,172.6376379463687,168.67655857039247,171.29490661621094,52765600,0.008811522790988402,0.008772927878307742
2020-04-20 00:00:00-04:00,169.40546416650326,171.43874700027857,167.83254421997154,167.89967346191406,36669600,-0.019820981378646296,-0.020020051937423268
2020-04-21 00:00:00-04:00,166.40349516450433,166.56654006066609,159.3157618636337,160.95582580566406,56203700,-0.04135712424613569,-0.042236665785678876
2020-04-22 00:00:00-04:00,164.37983050126434,166.88307724533138,163.8331521685958,166.42271423339844,34620200,0.0339651478930314,0.033401069418591264
2020-04-23 00:00:00-04:00,166.9885451708801,167.89968529923357,163.9194346484231,164.4085693359375,32790800,-0.012102584113826031,-0.012176416699707298
2020-04-24 00:00:00-04:00,165.02237873234424,167.42012343003532,163.72760537639437,167.41053771972656,34277600,0.018259196560825863,0.018094499237321003
2020-04-27 00:00:00-04:00,169.36708660816313,169.66440460150068,166.2116611062194,166.9309844970703,33194400,-0.0028645342711884902,-0.002868644901388043
2020-04-28 00:00:00-04:00,168.40802659155023,168.48475619330787,162.46162148474752,162.86444091796875,34392700,-0.024360627784909106,-0.024662256530653178
2020-04-29 00:00:00-04:00,166.13496541413994,170.4125345222979,164.84977753928888,170.17276000976562,51286600,0.04487363263953936,0.04389595240088184
2020-04-30 00:00:00-04:00,172.6376554136259,173.02128879400826,169.02185153308696,171.87997436523438,53875900,0.0100322422658643,0.009982253379148036
2020-05-01 00:00:00-04:00,168.60945036946887,171.3332854847735,166.8926565601589,167.4297637939453,39370500,-0.025891384890671665,-0.026232467070916653
2020-05-04 00:00:00-04:00,167.35298809048416,171.6785140990224,166.69120823648794,171.52505493164062,30372900,0.024459755809817407,0.024165406138852402
2020-05-05 00:00:00-04:00,173.2323039921872,176.13837022970736,172.54175215013524,173.3665771484375,36839200,0.010736170395227562,0.010678946927429614
2020-05-06 00:00:00-04:00,174.6325688347748,176.66585194938693,174.2009776537056,175.07374572753906,32139300,0.009847160895608331,0.009798993556324687
2020-05-07 00:00:00-04:00,176.63708660518972,177.0015485483026,175.11212421375677,176.0904083251953,28316000,0.005807053441573284,0.005790257498659653
2020-05-08 00:00:00-04:00,177.41393776124625,177.43312381828656,175.86020373847356,177.12620544433594,30877800,0.005882189319635023,0.00586495678769452
2020-05-11 00:00:00-04:00,175.6587864122764,179.84045412450143,175.3710687305539,179.10195922851562,30892700,0.011154497321406165,0.011092744704754692
2020-05-12 00:00:00-04:00,179.15950619485398,179.38968034463863,174.8435652703056,175.0449676513672,32038200,-0.022651854812889782,-0.022912349382921807
2020-05-13 00:00:00-04:00,175.0832883814837,176.5219349341094,169.31910182777483,172.39781188964844,44711500,-0.015122718449073203,-0.015238232829627604
2020-05-14 00:00:00-04:00,170.27827221414205,173.29944004506697,168.49434914201782,173.14598083496094,41873900,0.004339782141732806,0.00433039244357495
2020-05-15 00:00:00-04:00,171.73608827946217,179.40887240192436,169.76034870947603,175.66839599609375,46610400,0.014568141570303839,0.01446304566761813
2020-05-18 00:00:00-04:00,178.15247116294398,178.58406237879933,176.43569201199034,177.34683227539062,35264500,0.009554571667713008,0.009509215425282526
2020-05-19 00:00:00-04:00,177.4618717439499,178.96766237382448,175.984867513105,176.119140625,26799100,-0.006922546259434892,-0.006946618240049646
2020-05-20 00:00:00-04:00,177.74451749895874,178.74476542631086,176.90778320766634,178.56202697753906,31261300,0.013870646562718303,0.013775329539178548
2020-05-21 00:00:00-04:00,178.31196822440754,179.533418973766,176.28263503038082,176.4172821044922,29119500,-0.01201120366603281,-0.012083921041512798
2020-05-22 00:00:00-04:00,176.1865041788996,177.4079551864606,175.56134538624914,176.4942626953125,20826900,0.0004363551569439572,0.00043625998171825523
2020-05-26 00:00:00-04:00,179.21603022993006,179.36991679056678,174.17637011023447,174.62840270996094,36073600,-0.010571788322505715,-0.01062806666994272
2020-05-27 00:00:00-04:00,173.310834204341,175.0324095617613,169.8484733442198,174.85928344726562,39517100,0.0013221259183602285,0.0013212526794913139
2020-05-28 00:00:00-04:00,173.8301483473457,177.10976974823316,173.48391089243475,174.46490478515625,33810200,-0.002255405914598274,-0.0022579531733070454
2020-05-29 00:00:00-04:00,175.7440471480871,177.22517964223306,173.51275067535036,176.24417114257812,42130400,0.010198419903492573,0.010146766908335466
2020-06-01 00:00:00-04:00,175.56134969970077,176.00377000499168,174.52265184028266,175.84027099609375,22622400,-0.0022917078270783264,-0.0022943378083280478
2020-06-02 00:00:00-04:00,177.20597283257285,177.92729972334317,174.41684805843425,177.8407440185547,30794600,0.011376648882128748,0.01131242148158254
2020-06-03 00:00:00-04:00,177.75419538669425,178.83137222363405,176.56159626334397,178.27354431152344,27311000,0.0024336396890218825,0.0024306831836948327
2020-06-04 00:00:00-04:00,177.2540496549097,178.7351676250041,175.33051143765712,175.9268035888672,28761800,-0.013163707109314249,-0.013251116638137767
2020-06-05 00:00:00-04:00,175.6382630090501,180.5529035477348,175.0515832888592,180.0431671142578,39893600,0.02339816015193663,0.023128619607227265
2020-06-08 00:00:00-04:00,178.8313944565798,181.34161303543982,177.38874043827948,181.15887451171875,33211600,0.006196888309306869,0.006177766553212085
2020-06-09 00:00:00-04:00,180.81260527097092,183.4093791137121,180.10089079685483,182.54379272460938,29783900,0.007644771566523767,0.0076156983782814216
2020-06-10 00:00:00-04:00,183.8229574106359,190.93043142499005,183.70753512387617,189.3146514892578,43872300,0.03709169544243629,0.03642034910143773
2020-06-11 00:00:00-04:00,185.74651123631637,188.27595453823358,178.95642226675716,179.14877319335938,52854700,-0.05369831767339606,-0.05519385767538053
2020-06-12 00:00:00-04:00,183.25548766008092,184.3903828900168,178.10040442129196,180.5625457763672,43373600,0.007891611858719783,0.007860635949699126
2020-06-15 00:00:00-04:00,177.52337541676206,183.52482100554008,176.97515988309763,181.71669006347656,32770200,0.006391936279735555,0.0063715944912949305
2020-06-16 00:00:00-04:00,185.5156670238018,188.10282861223152,184.14034406291142,186.169677734375,42556700,0.024505111056903672,0.024209677514928293
2020-06-17 00:00:00-04:00,187.57380165168524,188.8144918452384,186.2850347498205,186.8140106201172,25687800,0.0034609980184932,0.0034550225482757263
2020-06-18 00:00:00-04:00,186.58323299156507,188.9780436878605,186.58323299156507,188.81454467773438,23061600,0.010708693908859201,0.010651761930346339
2020-06-19 00:00:00-04:00,190.99775870662506,191.67099427075817,186.93909115157797,187.68927001953125,44441100,-0.005959682079173079,-0.005977511859591567
2020-06-22 00:00:00-04:00,188.30476869991676,193.08476237883318,187.76618034321046,192.90203857421875,32818900,0.027773396711197496,0.027394711519653874
2020-06-23 00:00:00-04:00,194.3639072863425,196.1527983385174,193.7291361798282,194.1907958984375,30917400,0.006680890123008654,0.0066586718801183815
2020-06-24 00:00:00-04:00,193.8927056069092,195.47961915422314,189.04537989524692,190.2764434814453,36740600,-0.020157249981298864,-0.020363179357059162
2020-06-25 00:00:00-04:00,190.23792961033521,192.94049841473048,187.9970058616528,192.68081665039062,27803900,0.012636210373460077,0.012557039714285666
2020-06-26 00:00:00-04:00,192.0941362330326,192.24802280953335,187.42956495187772,188.82412719726562,54675800,-0.02001594927907513,-0.020218982224521488
2020-06-29 00:00:00-04:00,188.29514536847034,190.9400102831291,186.1504044740678,190.85345458984375,26701600,0.010747182696934088,0.010689842195688725
2020-06-30 00:00:00-04:00,190.3148644807514,196.58558812606262,190.18021740064793,195.7296142578125,34310300,0.025549234507952434,0.025228307624505782
2020-07-01 00:00:00-04:00,195.37374252817165,198.4610272929305,194.0561237721686,196.8740997314453,32061200,0.0058472780318532536,0.005830249051538291
2020-07-02 00:00:00-04:00,197.81665338484567,200.06720414048758,197.1626574676964,198.37448120117188,29315800,0.007621020092400288,0.007592126823379944
2020-07-06 00:00:00-04:00,200.84625648941181,203.05832850401393,200.13454202415102,202.64476013183594,31897600,0.02152635210339149,0.02129793240083455
2020-07-07 00:00:00-04:00,202.40432620501662,206.46299342310564,200.03838217956888,200.28843688964844,33600700,-0.011627851816422674,-0.011695983953926365
2020-07-08 00:00:00-04:00,202.03885130081824,205.1068825454956,200.71160518480016,204.69332885742188,33600000,0.021992742248022834,0.021754390237728134
2020-07-09 00:00:00-04:00,208.0594932145068,208.10758460044428,203.38529520473827,206.1263427734375,33121700,0.007000784656806092,0.00697639293851103
2020-07-10 00:00:00-04:00,205.45312930862335,205.8955495924322,203.01024202753055,205.501220703125,26177600,-0.0030327131501071136,-0.003037321143472246
2020-07-13 00:00:00-04:00,206.28023179011376,207.54977404220514,198.60531850611693,199.15353393554688,38135600,-0.030888803219073058,-0.03137591951524243
2020-07-14 00:00:00-04:00,198.24946920310464,200.86548232813587,194.30621002444425,200.3845977783203,37591800,0.00618148128454421,0.006162454298821207
2020-07-15 00:00:00-04:00,201.54834958017182,203.25068515957844,197.19153631330684,200.08645629882812,32179400,-0.0014878462855814067,-0.0014889542279678412
2020-07-16 00:00:00-04:00,197.54737662865725,197.83591030741295,194.57551349096855,196.12396240234375,29940700,-0.019803908619214106,-0.020002634087803044
2020-07-17 00:00:00-04:00,196.65291221893656,197.20111292778992,193.6906618834324,195.1237030029297,31635300,-0.005100138642732732,-0.005113188740267983
2020-07-20 00:00:00-04:00,197.16264880744203,204.1835655781102,195.24872317732695,203.5103302001953,36884800,0.04298107850659072,0.04208303444141328
2020-07-21 00:00:00-04:00,205.4915922357896,205.7608864134345,200.07682743266807,200.76930236816406,37990400,-0.013468740527003531,-0.013560266770613949
2020-07-22 00:00:00-04:00,201.2021181194624,204.18360857505223,200.42308739843912,203.65463256835938,49605700,0.014371371350906381,0.014269082053857107
2020-07-23 00:00:00-04:00,199.26892666668755,202.85632102133667,194.42160256174412,194.79669189453125,67457000,-0.043494913727802564,-0.04446917252872532
2020-07-24 00:00:00-04:00,192.757764458385,195.10448344938112,189.9590128088561,193.6041259765625,39827000,-0.006122105598253436,-0.006140922525518334
2020-07-27 00:00:00-04:00,193.7676254274318,196.17204822305146,193.1809456782833,196.056640625,30160900,0.012667677592441473,0.012588113785856754
2020-07-28 00:00:00-04:00,195.82582508843853,196.8741499819652,194.02732140179805,194.29661560058594,23251400,-0.00897712527769201,-0.009017662454056661
2020-07-29 00:00:00-04:00,194.75823332293447,196.8260309176722,194.28696120359044,196.2585906982422,19632600,0.010097834651373816,0.0100471921534201
2020-07-30 00:00:00-04:00,193.31561148532606,196.64333941385624,191.94028855727535,196.104736328125,25079600,-0.0007839369964383058,-0.0007842444357313565
2020-07-31 00:00:00-04:00,196.58560722227176,197.25885736361928,191.40167212157735,197.1722869873047,51044000,0.005443778050283621,0.005429014246896052
