timestamp,article_url,lead_paragraph,abstract,adjusted_date
2024-06-13 04:00:33+00:00,https://www.nytimes.com/2024/06/13/business/elon-musk-tesla-vote-sweden-norway.html,"The fight over Elon Musk’s pay package and the vote over whether to move Tesla’s headquarters to Texas have been the main focus of attention ahead of the company’s shareholders meeting on Thursday, but not for investors from Nordic countries.",Tesla mechanics in Sweden have been striking for six months with little movement from their employer. Nordic shareholders hope to change that.,2024-06-13
2024-06-13 21:13:08+00:00,https://www.nytimes.com/2024/06/13/business/tesla-shareholder-vote-elon-musk.html,"Tesla shareholders have reaffirmed a pay award of more than $45 billion for Elon Musk, the chief executive, after it was thrown out in a legal challenge.",The vote was seen as a referendum on his management of the electric car maker and on the limits of executive pay.,2024-06-14
2024-06-14 11:04:37+00:00,https://www.nytimes.com/2024/06/14/business/tesla-elon-musk-pay-vote-stock.html,"Tesla shareholders decisively backed a proposal to affirm Elon Musk’s multibillion-dollar pay package, according to details of the vote released on Friday.",About 72 percent of shares in the balloting affirmed the chief executive’s lucrative stock award. The company hopes to get a court to reinstate it.,2024-06-14
2024-06-12 16:00:06+00:00,https://www.nytimes.com/2024/06/12/business/tesla-elon-musk-vote.html,"Under Elon Musk’s leadership, Tesla popularized electric vehicles and became the most valuable auto company in the world. Mr. Musk became a billionaire many times over while generating huge profits for investors.",The vote is seen as a referendum on the limits of executive pay and the accountability of Silicon Valley billionaires.,2024-06-13
2024-06-13 04:00:26+00:00,https://www.nytimes.com/2024/06/13/business/tesla-stock-elon-musk.html,The Tesla shareholder vote over Elon Musk’s pay is in some ways a referendum on the performance of the company and its chief executive.,A huge run-up in the stock’s value followed a 2018 vote on Elon Musk’s compensation package. But investors have recently become less enamored.,2024-06-13
2024-06-14 00:05:09+00:00,https://www.nytimes.com/2024/06/13/business/tesla-elon-musk-vote-reaction.html,"Tesla shareholders reaffirmed a pay award worth more than $45 billion for Elon Musk on Thursday, but before the announcement was made official at the company’s annual meeting in Austin, Texas, Mr. Musk posted the news on X, his social media platform.","On the social media platform X, which Mr. Musk owns, reactions to a vote that reaffirmed Mr. Musk’s $45 billion package were buoyant.",2024-06-14
2024-05-31 14:10:28+00:00,https://www.nytimes.com/2024/05/31/technology/elon-musk-x-tesla-pay.html,"Elon Musk, Tesla’s chief executive, offered a personal tour of the electric carmaker’s factory in Austin, Texas, to select shareholders this week.",The Tesla chief executive is taking to his social media company to press shareholders to vote for a critical pay package on June 13.,2024-05-31
2024-06-03 16:00:12+00:00,https://www.nytimes.com/2024/06/03/business/electric-cars-becoming-affordable.html,"Alex Lawrence, a dealer in Salt Lake City who specializes in used electric cars, has seen a change over the last year in the kinds of customers who are coming into his showroom. They used to be well-heeled professionals who could drop $70,000 on a Rivian luxury pickup truck.","More efficient manufacturing, falling battery costs and intense competition are lowering sticker prices for battery-powered models to within striking distance of gasoline cars.",2024-06-04
2024-06-03 16:00:13+00:00,https://www.nytimes.com/2024/06/03/business/economy/new-car-deals-incentives-interest-rates.html,"For much of the last four years, automakers and their dealers had so few cars to sell — and demand was so strong — that they could command high prices. Those days are over, and hefty discounts are starting a comeback.","Automakers and dealers are starting to offer discounts, low-interest loans and other incentives to lure buyers as the supply of cars grows.",2024-06-04
2024-04-30 20:03:47+00:00,https://www.nytimes.com/2024/04/30/business/tesla-layoffs-supercharger-team.html,"Elon Musk has gutted the part of Tesla responsible for building electric vehicle charging stations, sowing uncertainty about the future of the largest and most reliable U.S. charging network.",The carmaker dismissed 500 employees in a unit that was critical to its success and seen as important to the future of electric vehicle sales in the United States.,2024-05-01
2024-04-29 13:41:49+00:00,https://www.nytimes.com/2024/04/29/business/elon-musk-tesla-china-full-self-driving.html,"Tesla has concluded a series of arrangements with regulators and a Chinese artificial intelligence company during a quick trip to Beijing on Sunday and Monday by Elon Musk, the carmaker’s chief executive, potentially clearing the way for the company to offer its most advanced self-driving software on cars in China.","Elon Musk met with the country’s premier, a longtime Tesla ally, and secured regulatory nods and a necessary partnership with a Chinese tech company.",2024-04-29
2024-04-26 14:23:47+00:00,https://www.nytimes.com/2024/04/26/business/tesla-autopilot-recall-nhtsa-investigation.html,The federal government’s main auto safety agency said on Friday that it was investigating Tesla’s recall of its Autopilot driver-assistance system because regulators were concerned that the company had not done enough to ensure that drivers remained attentive while using the technology.,The National Highway Safety Administration also released an analysis of crashes involving the system that showed at least 29 fatal accidents over five and a half years.,2024-04-26
2024-05-04 09:04:41+00:00,https://www.nytimes.com/2024/05/04/business/energy-environment/tesla-electric-vehicles-supercharger.html,"Elon Musk, the chief executive of Tesla, blindsided competitors, suppliers and his own employees this week by reversing course on his aggressive push to build electric vehicle chargers in the United States, a major priority of the Biden administration.",The automaker led by Elon Musk is no longer planning to take the lead in expanding the number of places to fuel electric vehicles. It’s not clear how quickly other companies will fill the gap.,2024-05-04
2024-05-15 04:00:06+00:00,https://www.nytimes.com/2024/05/15/business/economy/china-electric-vehicles-biden-tariffs.html,The Biden administration’s new tariffs on Chinese electric vehicles won’t have a huge immediate impact on American consumers or the car market because very few such cars are sold in the United States.,"Automakers in the United States and their supporters welcomed President Biden’s tariffs, saying they would protect domestic manufacturing and jobs from cheap Chinese vehicles.",2024-05-15
2024-04-19 13:51:59+00:00,https://www.nytimes.com/2024/04/19/business/tesla-cybertruck-recall.html,"Tesla has agreed to recall nearly 4,000 of its Cybertruck pickups to fix an accelerator pedal that can get stuck, raising the risk of crashes, a federal safety agency said on Friday.","A federal auto safety agency said the accelerator pedal on the pickup truck, sales of which began in late 2023, could become stuck, increasing the risk of accidents.",2024-04-19
2024-05-12 09:00:21+00:00,https://www.nytimes.com/2024/05/12/technology/elon-musk-world-leaders.html,"Minutes after it became clear that Javier Milei had been elected president of South America’s second-largest nation in November, Elon Musk posted on X: “Prosperity is ahead for Argentina.”",Mr. Musk has built a constellation of like-minded heads of state — including Argentina’s Javier Milei and India’s Narendra Modi — to push his own politics and expand his business empire.,2024-05-12
2024-04-23 15:31:54+00:00,https://www.nytimes.com/2024/04/23/business/tesla-earnings-first-quarter-elon-musk.html,"Tesla reported on Tuesday that it made significantly less money in the first three months of the year because of its tepid car sales, reinforcing concern among investors that the company led by Elon Musk is losing ground in the market for electric vehicles.",The first-quarter results are likely to fuel worries that competitors will continue grabbing a bigger slice of a market dealing with slowing electric car sales.,2024-04-23
2024-04-15 20:52:44+00:00,https://www.nytimes.com/2024/04/15/business/ev-car-sales-tesla.html,As sales of Teslas drop and demand for electric vehicles cools — even as more models enter the market — an increasing number of automakers are competing for a slice of a shrinking pie.,More competition and flagging demand for electric vehicles has led to declining sales at Tesla.,2024-04-16
2024-04-15 13:42:49+00:00,https://www.nytimes.com/2024/04/15/business/tesla-layoff-elon-musk.html,Signs of turmoil at Tesla multiplied on Monday after the electric car company told employees it would lay off more than 10 percent of the work force to cut costs and two senior executives resigned.,"Along with the departure of two senior executives, the cuts added to signs of turmoil at the electric car company.",2024-04-15
2024-04-17 18:38:14+00:00,https://www.nytimes.com/2024/04/17/business/tesla-elon-musk-pay.html,"Facing criticism that it is overly beholden to Elon Musk, Tesla’s board of directors said on Wednesday that it would essentially give him everything he wanted, including the biggest pay package in corporate history.","The company’s directors are asking shareholders to again approve the multibillion-dollar compensation plan and to move the company’s registration to Texas, from Delaware.",2024-04-18
2024-04-09 00:34:38+00:00,https://www.nytimes.com/2024/04/08/business/tesla-autopilot-walter-huang-settlement.html,"Tesla on Monday settled a lawsuit that blamed the automaker’s driver-assistance software for the death of a California man in 2018, averting a trial that would have focused attention on the company’s technology several months before it plans to unveil a self-driving taxi.","A Tesla driver’s family had sought damages for the 2018 crash, which happened while the carmaker’s driver-assistance software was in use.",2024-04-09
2024-04-12 15:40:21+00:00,https://www.nytimes.com/2024/04/12/business/elon-musk-tesla-electric-vehicles.html,Endorsing an antisemitic post on X. Withholding Starlink satellite internet service from Ukraine to prevent a drone attack on Russian forces. Reposting conspiracy theorists who claim that the Biden administration’s immigration policies are part of a plot to increase the number of people who vote Democrat.,"Mr. Musk, the chief executive of Tesla, has turned off many people with polarizing remarks on social media, and it may be affecting the automaker’s sales.",2024-04-12
2024-05-01 04:00:13+00:00,https://www.nytimes.com/2024/05/01/business/china-electric-vehicles.html,"Automakers in China are building a new generation of bigger, more technologically advanced and competitive electric cars, threatening to leap further ahead of their global rivals as they step up exports around the world.",More capable autonomous driving is just one way Chinese automakers are threatening to pull ahead — their E.V.s are also becoming bigger and roomier.,2024-05-01
2024-04-03 11:36:37+00:00,https://www.nytimes.com/2024/04/03/business/dealbook/tesla-musk-electric-vehicles.html,"Wall Street has sounded the alarm for weeks that the transition to electric vehicles may be stalling, despite billions in government subsidies and huge investments by auto giants.",The carmaker’s disappointing results point to slowing demand and a “sharp deterioration in growth” that extends beyond Elon Musk’s company.,2024-04-03
2024-04-02 13:16:44+00:00,https://www.nytimes.com/2024/04/02/business/tesla-auto-sales-first-quarter.html,"Tesla appeared to be losing command of the market it effectively created after it reported a stunning drop in quarterly sales on Tuesday, raising fresh questions about Elon Musk’s leadership of the company.","Sales of the company’s electric cars dropped in the first three months of the year, even as other automakers sold more battery-powered vehicles.",2024-04-02
2024-03-18 14:26:56+00:00,https://www.nytimes.com/2024/03/18/business/tesla-elon-musk-troubles.html,Elon Musk appeared to be in a defiant mood Wednesday when he stood before employees at Tesla’s factory near Berlin a week after an arsonist set fire to a high-voltage power pylon and brought production to a standstill.,"As the share price plunges, investors wonder whether the company, led by Elon Musk, can withstand intensifying competition.",2024-03-18
2024-04-23 21:03:32+00:00,https://www.nytimes.com/2024/04/23/business/china-auto-factories-price-cuts.html,"On the outskirts of Chongqing, western China’s largest city, sits a huge symbol of the country’s glut of car factories. It’s a complex of gray buildings, nearly a square mile in size. The thousands of employees who used to work there have moved on. Its crimson loading docks are closed.","Manufacturers like BYD, Tesla and Li Auto are cutting prices to move their electric cars. For gasoline-powered vehicles, the surplus of factories is even worse.",2024-04-24
2024-03-15 20:36:37+00:00,https://www.nytimes.com/2024/03/15/business/tesla-discrimination-lawsuit-settlement.html,Tesla and a former employee have agreed to settle a closely watched lawsuit that cast a harsh light on the carmaker’s treatment of Black workers.,The carmaker and energy company settled with a Black man who had worked at its California factory and had won a $3 million judgment against the company.,2024-03-16
2024-03-19 23:14:59+00:00,https://www.nytimes.com/2024/03/19/business/tesla-trade-secrets-us-attorney.html,A Canadian man who lives in China was arrested Tuesday and held in New York after he and a business partner were accused of trying to sell secret battery manufacturing technology belonging to Tesla.,Federal prosecutors said the pair tried to sell technology to manufacture batteries for electric cars that belonged to the company.,2024-03-20
2024-03-05 12:56:18+00:00,https://www.nytimes.com/2024/03/05/business/tesla-germany-factory-fire.html,"Tesla was forced to halt production at its assembly plant outside Berlin early Tuesday after someone set fire to a nearby high-voltage pylon, causing a blaze that cut off electricity to the factory and surrounding region, the police said.","Police believe the blaze at a high-voltage power pylon had been deliberately set, amid turmoil over the automaker’s plans to expand its assembly plant near Berlin.",2024-03-05
2024-02-21 16:13:13+00:00,https://www.nytimes.com/2024/02/21/business/tesla-germany-plant.html,"Residents in the German community where Tesla has its only assembly plant in Europe overwhelming rejected the company’s plan to expand its facilities, dealing a blow to the U.S. automaker and local supporters.","A local town’s vote against the U.S. automaker’s proposed expansion is nonbinding, but citizens expect it to be honored.",2024-02-22
2024-02-15 05:01:08+00:00,https://www.nytimes.com/2024/02/15/business/teslas-board-elon-musk-robyn-denholm.html,"Elon Musk, the chief executive and public face of Tesla, is constantly making news and broadcasting his opinions on his social media site, X. But the electric car company has another leader — one who maintains a much lower profile.","Robyn Denholm, who has led the electric car company’s board for more than five years, has been criticized for not serving as a check on Mr. Musk.",2024-02-15
2024-01-25 13:04:37+00:00,https://www.nytimes.com/2024/01/25/business/dealbook/tesla-shares-outlook-growth.html,Elon Musk and Tesla shareholders are at a crossroads.,Shares in Elon Musk’s electric vehicle maker fell sharply after the company delivered lackluster quarterly results and declined to give full-year guidance.,2024-01-25
2024-02-12 05:01:59+00:00,https://www.nytimes.com/2024/02/12/business/byd-china-electric-vehicle.html,China’s BYD was a battery manufacturer trying its hand at building cars when it showed off its newest model in 2007. American executives at the Guangzhou auto show gaped at the car’s uneven purple paint job and the poor fit of its doors.,"The leading Chinese electric vehicle company, with origins as a battery maker, has posted two years of million-car growth in sales.",2024-02-12
2024-02-19 05:01:21+00:00,https://www.nytimes.com/2024/02/19/world/europe/tesla-germany-expansion.html,"Tesla’s hulking assembly plant outside Berlin, which opened two years ago in a community known for its forests and lakes, still rubs many residents the wrong way. They worry it threatens the quality of their water and air, and has disrupted the peacefulness that drew them to the area.",The U.S. automaker’s plan to enlarge its operations outside Berlin has divided local residents. Some worry about the environmental costs; others see job prospects.,2024-02-19
2024-03-06 03:36:25+00:00,https://www.nytimes.com/2024/03/05/technology/openai-elon-musk-tesla.html,"OpenAI, in its first public comments about Elon Musk’s lawsuit against the influential artificial intelligence research lab, said Mr. Musk had tried to transform the lab from a nonprofit into a for-profit operation before he left the organization in early 2018.","In its first public comment since Mr. Musk sued the artificial intelligence lab, OpenAI claims he tried to commercialize its operations years ago.",2024-03-06
2023-11-07 21:07:32+00:00,https://www.nytimes.com/2023/11/07/world/europe/sweden-tesla-strike.html,"Unions across Sweden said on Tuesday that they would support an effort to pressure Tesla to sign a collective bargaining agreement with its 120 mechanics, joining a campaign to defend a model of organized labor that many Swedes say is essential to the country’s economic success and stability.",Swedish unions are joining in blockades and targeted strikes against the U.S. automaker over its refusal to sign a collective bargaining agreement with its mechanics.,2023-11-08
2023-06-27 07:00:17+00:00,https://www.nytimes.com/2023/06/27/business/energy-environment/tesla-gm-ford-charging-electric-vehicles.html,"Mary Barra and Elon Musk may be intense business rivals, but they sounded like old pals as they chatted on Twitter this month about a deal that could help remove one of the biggest barriers to electric vehicle ownership: not enough chargers.",Deals with Ford and G.M. will make it easier to find a charger but could give Elon Musk control of critical infrastructure.,2023-06-27
2023-11-05 10:01:25+00:00,https://www.nytimes.com/2023/11/05/business/economy/tesla-sweden-unions.html,"More than a week after Tesla mechanics in Sweden began a strike to compel the U.S. automaker to accept a collective labor agreement, union officials said Tesla representatives would meet with the union on Monday.","The automaker’s mechanics in Sweden are striking for a collective agreement, and dockworkers say they will support the battle. Tesla is expected to join the talks on Monday.",2023-11-05
2024-01-02 13:51:40+00:00,https://www.nytimes.com/2024/01/02/business/tesla-fourth-quarter-sales.html,Tesla sales jumped during the last three months of 2023 after the carmaker slashed prices and customers rushed to take advantage of tax breaks on electric vehicles — provisions that will be harder to come by in 2024.,The leading U.S. electric-vehicle maker also drew buyers eager to take advantage of government incentives that will be harder to get in 2024.,2024-01-02
2023-10-02 13:11:05+00:00,https://www.nytimes.com/2023/10/02/business/tesla-third-quarter-sales.html,Sales of Tesla electric cars slipped from July through September after the company paused production at some factories to upgrade assembly lines.,"Analysts expected a decline in sales for the quarter. Still, the dip may raise concerns about flagging demand.",2023-10-02
2023-12-07 05:02:01+00:00,https://www.nytimes.com/2023/12/07/business/tesla-sweden-union.html,"Weeks after mechanics working for Tesla in Sweden walked off their jobs in late October, members of other unions across the country and elsewhere in Scandinavia have joined the strike in sympathy by refusing to provide services to Tesla to pressure the automaker to sign a collective agreement with its Swedish workers.","The action began with a walkout by mechanics in October, but has spread to include blockades by other unions. Tesla has pushed back through the courts.",2023-12-07
2023-05-16 09:00:22+00:00,https://www.nytimes.com/2023/05/16/business/tesla-shareholder-annual-meeting.html,"Elon Musk, the chief executive of Tesla, warned shareholders Tuesday to expect a difficult year because of an unsteady global economy and high interest rates.","Tesla will not escape the effects of a global economic downturn, Mr. Musk said at the carmaker’s annual meeting. But he insisted Tesla would emerge stronger.",2023-05-16
2023-12-13 14:22:18+00:00,https://www.nytimes.com/2023/12/13/business/tesla-autopilot-recall.html,"Tesla’s reputation for making technologically advanced cars suffered a blow on Tuesday when the company, under pressure from regulators, recalled more than two million vehicles. U.S. officials said the automaker had not done enough to ensure that drivers remained attentive when using a system that can steer, accelerate and brake cars automatically.","Federal regulators pressed the automaker to make updates to ensure drivers are paying attention while using Autopilot, a system that can steer, accelerate and brake on its own.",2023-12-13
2023-12-27 05:00:22+00:00,https://www.nytimes.com/2023/12/27/business/tesla-sweden-strike-labor.html,The Tesla technicians who walked off their jobs in Sweden say they still support the mission of the American company and its headline-grabbing chief executive. But they also want Tesla to accept the Swedish way of doing business.,"Workers seeking a collective agreement from the automaker say they are pushing for their rights, but car owners see them as taking the fight too far.",2023-12-27
2023-07-02 16:16:50+00:00,https://www.nytimes.com/2023/07/02/business/tesla-q2-sales-deliveries.html,Tesla sales rose a better-than-expected 10 percent in the second quarter as the company led by Elon Musk benefited from government incentives and price cuts that made its electric cars less expensive than comparable gasoline models.,"Incentives and price cuts made Tesla electric cars cheaper than comparable gasoline models. But the company faces growing competition in China, a key market.",2023-07-03
2023-11-30 10:03:55+00:00,https://www.nytimes.com/2023/11/30/business/tesla-cybertruck-delivery-release.html,"Tesla began delivering its much delayed, highly anticipated Cybertruck pickup to customers on Thursday, entering one of the most lucrative but competitive segments of the auto industry.","Two years behind schedule, the electric model has an unusual design that sets it apart from rival pickups, which could limit its sales.",2023-11-30
2023-09-21 16:39:11+00:00,https://www.nytimes.com/2023/09/21/business/tesla-musk-auto-union.html,"The United Automobile Workers strike against the Michigan automakers would seem to be nothing but good news for Tesla, the electric vehicle maker that has upended the industry and stolen customers from Ford Motor, General Motors and Stellantis, which owns Jeep and Ram.","Elon Musk, the Tesla chief executive, may be able to exploit his rivals’ weaknesses, but the United Automobile Workers union also has the electric carmaker in its sights.",2023-09-22
2024-01-16 14:37:28+00:00,https://www.nytimes.com/2024/01/16/business/tesla-elon-musk-stock.html,"Elon Musk, the chief executive of Tesla, stunned investors by demanding that the company’s board give him shares worth more than $80 billion if it wants him to continue developing products based on artificial intelligence.","Elon Musk, the electric car company’s chief executive, said he would “build products outside of Tesla” unless the board raises his stake to 25 percent.",2024-01-16
2023-11-17 18:19:49+00:00,https://www.nytimes.com/2023/11/17/business/tesla-sweden-strikes.html,Electricians and dockworkers across Sweden on Friday joined a widening effort by unions in the country to pressure Tesla to sign a collective bargaining agreement with its mechanics.,"In sympathy with striking mechanics, unions representing dockworkers, electricians and others in the country are refusing to do work for the electric carmaker.",2023-11-18
2023-09-28 22:06:59+00:00,https://www.nytimes.com/2023/09/28/business/tesla-eeoc-discrimination-black-workers.html,"A federal agency on Thursday filed a lawsuit that accuses Tesla of discrimination against Black employees who it said were bombarded with racial epithets, given worse work assignments than white workers and fired when they complained.",The Equal Employment Opportunity Commission filed a lawsuit accusing the carmaker of mistreating Black employees at its factory in California.,2023-09-29
2023-10-23 17:29:14+00:00,https://www.nytimes.com/2023/10/23/business/tesla-justice-department-investigations.html,"The Department of Justice has expanded its inquiry into Tesla’s business practices to include how far its vehicles can travel on a full charge and “personal benefits” to high-ranking executives or large shareholders, the company said without elaborating.","The Department of Justice has sought documents related to vehicle range and “personal benefits,” Tesla said.",2023-10-24
2023-10-18 20:16:26+00:00,https://www.nytimes.com/2023/10/18/business/tesla-third-quarter-earnings.html,"Tesla’s profit slumped in the third quarter, disappointing Wall Street expectations, after the carmaker cut prices to maintain its dominance of the market for electric vehicles.",The automaker reported a sharp drop in profits in the third quarter after slashing car prices by around 25 percent in an attempt to compete.,2023-10-19
2024-01-31 21:25:41+00:00,https://www.nytimes.com/2024/01/31/business/tesla-elon-musk-pay-package.html,A Delaware judge’s decision to void the pay package that helped make Elon Musk the world’s richest person leaves Tesla’s board with some difficult decisions to make.,"The company’s board will now decide whether to appeal the decision, change where Tesla is incorporated or negotiate a new pay package.",2024-02-01
